"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","assigned_to_rowid","assigned_by_rowid","assigned_datetime","assignment_status","remarks"
"49093000000172435","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157735","49093000000157072","49093000000157063","2026-04-14 00:09:11","In Progress","Repudiandae doloribus maxime quasi debitis neque earum provident cupiditate ex velit."
"49093000000172436","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157736","49093000000157040","49093000000157177","2025-09-30 21:37:50","Completed","Maiores illum dicta minima soluta hic modi soluta porro natus beatae animi harum."
"49093000000172437","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157737","49093000000157141","49093000000157075","2024-08-27 18:46:25","Completed","Officia nemo tempore autem rem doloribus non ipsam ratione distinctio cupiditate doloribus."
"49093000000172438","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157738","49093000000157146","49093000000157095","2025-10-08 12:15:04","In Progress","Accusamus adipisci consectetur tenetur recusandae quam eligendi."
"49093000000172439","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157739","49093000000157168","49093000000157134","2025-11-05 03:16:35","In Progress","A asperiores blanditiis incidunt unde a laudantium necessitatibus labore odio maiores consequatur ipsum."
"49093000000172440","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157740","49093000000157171","49093000000157132","2026-06-14 00:35:49","Reassigned","Quaerat ipsa necessitatibus voluptate minus laborum facere."
"49093000000172441","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157741","49093000000157156","49093000000157033","2025-08-26 10:43:48","In Progress","Officia dicta eveniet mollitia cupiditate reiciendis reprehenderit nostrum."
"49093000000172442","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157742","49093000000157128","49093000000157065","2024-11-16 16:54:01","Assigned","Animi voluptatum eaque cum incidunt in deserunt inventore iste sit."
"49093000000172443","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157743","49093000000157189","49093000000157165","2024-09-23 23:14:19","In Progress","Molestiae nostrum minus odit nisi saepe illo."
"49093000000172444","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157744","49093000000157154","49093000000157097","2024-08-20 14:04:47","Assigned","Recusandae mollitia eos deserunt tenetur minima optio."
"49093000000172445","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157745","49093000000157180","49093000000157032","2026-03-16 05:25:15","Completed","Minima deleniti occaecati molestias accusamus labore fuga optio doloribus."
"49093000000172446","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157746","49093000000157195","49093000000157126","2024-10-08 03:30:34","Assigned","Nihil labore libero molestiae veniam fugit asperiores magnam perspiciatis excepturi laudantium omnis."
"49093000000172447","49093000000013007","2026-06-28 14:06:29:505","2026-06-28 14:06:29:505","49093000000157747","49093000000157133","49093000000157202","2025-11-01 19:59:38","Completed","Voluptatibus eligendi facere dolorem voluptate provident."
"49093000000172448","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157748","49093000000157152","49093000000157060","2024-09-17 15:59:47","Assigned","Reprehenderit possimus cupiditate accusantium at dolor aliquid ducimus."
"49093000000172449","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157749","49093000000157045","49093000000157060","2025-09-22 15:56:22","Assigned","Necessitatibus quasi exercitationem ad nihil et."
"49093000000172450","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157750","49093000000157095","49093000000157138","2024-10-07 23:43:09","Reassigned","Assumenda laborum consequatur at assumenda laudantium repellendus doloribus officiis molestiae illum minima."
"49093000000172451","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157751","49093000000157166","49093000000157120","2026-06-02 15:14:44","Completed","Dicta cum sed iure atque incidunt quos voluptatibus consequatur iusto eveniet rem debitis quisquam."
"49093000000172452","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157752","49093000000157086","49093000000157182","2025-10-17 23:23:52","Reassigned","Eum labore cumque suscipit ullam exercitationem numquam sed impedit sunt perspiciatis."
"49093000000172453","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157753","49093000000157086","49093000000157146","2026-03-30 05:26:48","Completed","Totam neque magni sint perspiciatis rem ipsa recusandae repellendus ipsum."
"49093000000172454","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157754","49093000000157039","49093000000157040","2026-04-29 06:47:32","Reassigned","Repellat autem vero magnam blanditiis cupiditate autem."
"49093000000172455","49093000000013007","2026-06-28 14:06:29:506","2026-06-28 14:06:29:506","49093000000157755","49093000000157069","49093000000157174","2025-01-09 08:41:33","Assigned","Quaerat expedita rem doloribus repellat eum amet blanditiis odio dicta amet eveniet."
"49093000000172456","49093000000013007","2026-06-28 14:06:29:507","2026-06-28 14:06:29:507","49093000000157756","49093000000157150","49093000000157148","2025-06-14 03:23:01","Completed","Quasi consectetur quasi at exercitationem nobis."
"49093000000172457","49093000000013007","2026-06-28 14:06:29:507","2026-06-28 14:06:29:507","49093000000157757","49093000000157208","49093000000157095","2026-02-28 20:59:34","Reassigned","Sit repellendus sed hic officia vero esse."
